1.00000000  0.00000000
0.97892162  0.00617886
0.95807715  0.01191097
0.93746778  0.01719664
0.91709456  0.02204252
0.89695841  0.02646043
0.87706017  0.03046652
0.85740049  0.03408036
0.83797995  0.03732406
0.81879903  0.04022159
0.79985807  0.04279812
0.78115737  0.04507939
0.76269709  0.04709120
0.74447729  0.04885902
0.72649800  0.05040753
0.70875913  0.05176037
0.69126052  0.05293985
0.67400196  0.05396678
0.65698313  0.05486031
0.64020369  0.05563784
0.62366323  0.05631498
0.60736125  0.05690552
0.59129724  0.05742148
0.57547062  0.05787317
0.55988076  0.05826919
0.54452699  0.05861667
0.52940860  0.05892129
0.51452485  0.05918741
0.49987497  0.05941827
0.48545813  0.05961608
0.47127349  0.05978222
0.45732018  0.05991732
0.44359731  0.06002149
0.43010396  0.06009436
0.41683919  0.06013531
0.40380207  0.06014348
0.39099159  0.06011802
0.37840679  0.06005803
0.36604667  0.05996274
0.35391022  0.05983156
0.34199643  0.05966414
0.33030427  0.05946039
0.31883273  0.05922051
0.30758075  0.05894503
0.29654733  0.05863479
0.28573142  0.05829093
0.27513198  0.05791489
0.26474800  0.05750836
0.25457843  0.05707324
0.24462226  0.05661164
0.23487848  0.05612578
0.22534605  0.05561792
0.21602399  0.05509040
0.20691130  0.05454550
0.19800699  0.05398539
0.18931008  0.05341211
0.18081962  0.05282750
0.17253464  0.05223316
0.16445423  0.05163038
0.15657743  0.05102014
0.14890335  0.05040305
0.14143107  0.04977935
0.13415975  0.04914884
0.12708848  0.04851096
0.12021644  0.04786471
0.11354280  0.04720868
0.10706673  0.04654108
0.10078745  0.04585976
0.09470417  0.04516221
0.08881615  0.04444563
0.08312265  0.04370694
0.07762293  0.04294287
0.07231633  0.04214998
0.06720214  0.04132471
0.06227972  0.04046346
0.05754845  0.03956266
0.05300769  0.03861878
0.04865688  0.03762846
0.04449543  0.03658851
0.04052281  0.03549602
0.03673848  0.03434837
0.03314197  0.03314333
0.02973277  0.03187906
0.02651045  0.03055419
0.02347457  0.02916783
0.02062473  0.02771963
0.01796055  0.02620978
0.01548166  0.02463902
0.01318774  0.02300867
0.01107848  0.02132063
0.00915359  0.01957735
0.00741281  0.01778184
0.00585591  0.01593763
0.00448266  0.01404877
0.00329290  0.01211973
0.00228645  0.01015544
0.00146318  0.00816119
0.00082298  0.00614256
0.00036574  0.00410542
0.00009143  0.00205584
0.00000000  0.00000000
0.00009143  -0.00198330
0.00036574  -0.00396336
0.00082298  -0.00593697
0.00146318  -0.00790085
0.00228645  -0.00985179
0.00329290  -0.01178650
0.00448266  -0.01370174
0.00585591  -0.01559421
0.00741281  -0.01746066
0.00915359  -0.01929784
0.01107848  -0.02110250
0.01318774  -0.02287148
0.01548166  -0.02460164
0.01796055  -0.02628996
0.02062473  -0.02793349
0.02347457  -0.02952947
0.02651045  -0.03107527
0.02973277  -0.03256849
0.03314197  -0.03400697
0.03673848  -0.03538881
0.04052281  -0.03671242
0.04449543  -0.03797657
0.04865688  -0.03918037
0.05300769  -0.04032336
0.05754845  -0.04140551
0.06227972  -0.04242723
0.06720214  -0.04338938
0.07231633  -0.04429331
0.07762293  -0.04514085
0.08312265  -0.04593426
0.08881615  -0.04667629
0.09470417  -0.04737010
0.10078745  -0.04801924
0.10706673  -0.04862762
0.11354280  -0.04919943
0.12021644  -0.04973911
0.12708848  -0.05025124
0.13415975  -0.05074050
0.14143107  -0.05121153
0.14890335  -0.05166887
0.15657743  -0.05211686
0.16445423  -0.05255948
0.17253464  -0.05300031
0.18081962  -0.05344234
0.18931008  -0.05388792
0.19800699  -0.05433860
0.20691130  -0.05479503
0.21602399  -0.05525689
0.22534605  -0.05572277
0.23487848  -0.05619003
0.24462226  -0.05665487
0.25457843  -0.05711214
0.26474800  -0.05755537
0.27513198  -0.05797673
0.28573142  -0.05836709
0.29654733  -0.05871598
0.30758075  -0.05901170
0.31883273  -0.05924137
0.33030427  -0.05939112
0.34199643  -0.05944614
0.35391022  -0.05939094
0.36604667  -0.05920951
0.37840679  -0.05888559
0.39099159  -0.05840294
0.40380207  -0.05774560
0.41683919  -0.05689826
0.43010396  -0.05584658
0.44359731  -0.05457758
0.45732018  -0.05308000
0.47127349  -0.05134469
0.48545813  -0.04936506
0.49987497  -0.04713741
0.51452485  -0.04466138
0.52940860  -0.04194034
0.54452699  -0.03898167
0.55988076  -0.03579720
0.57547062  -0.03240343
0.59129724  -0.02882181
0.60736125  -0.02507895
0.62366323  -0.02120670
0.64020369  -0.01724226
0.65698313  -0.01322808
0.67400196  -0.00921184
0.69126052  -0.00524610
0.70875913  -0.00138803
0.72649800  0.00230105
0.74447729  0.00575634
0.76269709  0.00891023
0.78115737  0.01169320
0.79985807  0.01403492
0.81879903  0.01586537
0.83797995  0.01711625
0.85740049  0.01772252
0.87706017  0.01762407
0.89695841  0.01676764
0.91709456  0.01510882
0.93746778  0.01261428
0.95807715  0.00926414
0.97892162  0.00505447
1.00000000  0.00000000
