1.00000000  0.00000000
0.98378560  0.00585418
0.96759190  0.01134080
0.95142284  0.01645379
0.93528236  0.02119312
0.91917436  0.02556392
0.90310276  0.02957574
0.88707141  0.03324176
0.87108417  0.03657804
0.85514486  0.03960287
0.83925729  0.04233621
0.82342526  0.04479904
0.80765251  0.04701293
0.79194275  0.04899955
0.77629973  0.05078033
0.76072709  0.05237604
0.74522849  0.05380659
0.72980756  0.05509076
0.71446788  0.05624602
0.69921302  0.05728840
0.68404652  0.05823238
0.66897185  0.05909085
0.65399251  0.05987512
0.63911193  0.06059490
0.62433351  0.06125833
0.60966061  0.06187211
0.59509658  0.06244156
0.58064471  0.06297070
0.56630829  0.06346241
0.55209053  0.06391856
0.53799463  0.06434014
0.52402375  0.06472738
0.51018102  0.06507995
0.49646950  0.06539702
0.48289226  0.06567745
0.46945232  0.06591991
0.45615262  0.06612299
0.44299609  0.06628528
0.42998565  0.06640549
0.41712413  0.06648254
0.40441435  0.06651559
0.39185906  0.06650411
0.37946103  0.06644793
0.36722291  0.06634724
0.35514738  0.06620259
0.34323702  0.06601493
0.33149440  0.06578553
0.31992205  0.06551602
0.30852243  0.06520828
0.29729800  0.06486446
0.28625114  0.06448689
0.27538419  0.06407799
0.26469947  0.06364028
0.25419925  0.06317628
0.24388572  0.06268839
0.23376106  0.06217893
0.22382743  0.06164997
0.21408687  0.06110335
0.20454145  0.06054060
0.19519316  0.05996284
0.18604394  0.05937081
0.17709569  0.05876482
0.16835030  0.05814468
0.15980955  0.05750974
0.15147521  0.05685886
0.14334903  0.05619039
0.13543265  0.05550222
0.12772773  0.05479180
0.12023582  0.05405613
0.11295849  0.05329187
0.10589722  0.05249533
0.09905344  0.05166253
0.09242857  0.05078931
0.08602394  0.04987135
0.07984088  0.04890426
0.07388063  0.04788367
0.06814439  0.04680528
0.06263334  0.04566493
0.05734859  0.04445874
0.05229122  0.04318311
0.04746224  0.04183485
0.04286263  0.04041120
0.03849331  0.03890993
0.03435517  0.03732939
0.03044905  0.03566853
0.02677571  0.03392699
0.02333592  0.03210508
0.02013034  0.03020383
0.01715963  0.02822500
0.01442438  0.02617111
0.01192515  0.02404537
0.00966243  0.02185171
0.00763668  0.01959473
0.00584829  0.01727970
0.00429764  0.01491245
0.00298502  0.01249939
0.00191069  0.01004738
0.00107490  0.00756369
0.00047777  0.00505596
0.00011945  0.00253204
0.00000000  0.00000000
0.00011945  -0.00244270
0.00047777  -0.00488100
0.00107490  -0.00731053
0.00191069  -0.00972687
0.00298502  -0.01212565
0.00429764  -0.01450243
0.00584829  -0.01685285
0.00763668  -0.01917250
0.00966243  -0.02145702
0.01192515  -0.02370206
0.01442438  -0.02590336
0.01715963  -0.02805671
0.02013034  -0.03015800
0.02333592  -0.03220329
0.02677571  -0.03418874
0.03044905  -0.03611077
0.03435517  -0.03796603
0.03849331  -0.03975142
0.04286263  -0.04146423
0.04746224  -0.04310206
0.05229122  -0.04466294
0.05734859  -0.04614537
0.06263334  -0.04754828
0.06814439  -0.04887119
0.07388063  -0.05011413
0.07984088  -0.05127768
0.08602394  -0.05236303
0.09242857  -0.05337195
0.09905344  -0.05430681
0.10589722  -0.05517050
0.11295849  -0.05596652
0.12023582  -0.05669883
0.12772773  -0.05737188
0.13543265  -0.05799050
0.14334903  -0.05855989
0.15147521  -0.05908548
0.15980955  -0.05957285
0.16835030  -0.06002767
0.17709569  -0.06045552
0.18604394  -0.06086184
0.19519316  -0.06125178
0.20454145  -0.06163004
0.21408687  -0.06200078
0.22382743  -0.06236749
0.23376106  -0.06273283
0.24388572  -0.06309854
0.25419925  -0.06346529
0.26469947  -0.06383261
0.27538419  -0.06419878
0.28625114  -0.06456071
0.29729800  -0.06491399
0.30852243  -0.06525272
0.31992205  -0.06556957
0.33149440  -0.06585578
0.34323702  -0.06610118
0.35514738  -0.06629427
0.36722291  -0.06642228
0.37946103  -0.06647134
0.39185906  -0.06642664
0.40441435  -0.06627255
0.41712413  -0.06599293
0.42998565  -0.06557134
0.44299609  -0.06499128
0.45615262  -0.06423660
0.46945232  -0.06329172
0.48289226  -0.06214207
0.49646950  -0.06077442
0.51018102  -0.05917724
0.52402375  -0.05734117
0.53799463  -0.05525931
0.55209053  -0.05292772
0.56630829  -0.05034569
0.58064471  -0.04751616
0.59509658  -0.04444608
0.60966061  -0.04114663
0.62433351  -0.03763355
0.63911193  -0.03392734
0.65399251  -0.03005338
0.66897185  -0.02604205
0.68404652  -0.02192874
0.69921302  -0.01775377
0.71446788  -0.01356221
0.72980756  -0.00940369
0.74522849  -0.00533199
0.76072709  -0.00140454
0.77629973  0.00231807
0.79194275  0.00577289
0.80765251  0.00889541
0.82342526  0.01162048
0.83925729  0.01388344
0.85514486  0.01562132
0.87108417  0.01677414
0.88707141  0.01728643
0.90310276  0.01710878
0.91917436  0.01619954
0.93528236  0.01452661
0.95142284  0.01206937
0.96759190  0.00882067
0.98378560  0.00478887
1.00000000  0.00000000
